,TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
3290,568.4,7150,15295,1890,4000,2153,2.0,9,6,1,3,1,1,None
3291,605.5,7617,10233,1910,6549,3845,2.5,12,4,2,1,1,1,None
3292,406.4,5112,6500,1924,2837,1782,2.0,7,4,1,1,1,1,None
3293,292.0,3673,4075,1945,3013,1310,1.0,6,2,1,0,1,0,None
3294,539.2,6783,8050,1910,4206,2385,2.0,7,4,1,1,1,2,Old
3295,320.9,4036,6750,1940,2178,1040,1.0,6,2,1,0,1,1,Old
3296,528.8,6652,9080,1910,4470,2569,2.0,9,6,1,1,1,1,None
3297,464.2,5839,6613,1997,2697,1885,2.0,8,3,2,2,1,2,None
3298,301.6,3794,5987,1960,2124,972,1.0,6,3,1,0,1,1,None
3299,441.4,5552,10168,1955,2876,1670,2.0,7,4,1,1,1,1,None
3300,568.3,7149,6265,1920,3954,2514,2.0,9,4,1,1,1,1,None
3301,329.7,4147,9500,1950,1923,924,1.0,5,3,1,0,1,0,None
3302,461.7,5808,6937,1997,2552,1664,2.0,7,3,1,2,1,1,None
3303,536.8,6752,7097,1890,4564,2460,1.5,10,5,1,1,1,0,Old
3304,300.0,3774,3680,1941,3128,1295,1.0,7,4,1,0,1,0,None
3305,677.0,8516,7690,1900,5952,3220,2.0,10,5,1,2,1,1,Recent
3306,432.7,5443,10250,1885,2847,1764,2.0,6,3,1,0,1,0,None
3307,476.3,5991,9934,1913,5416,3232,2.0,9,4,2,0,1,0,None
3308,514.2,6468,11562,1899,4523,2535,2.0,8,3,2,1,1,0,Recent
3309,427.3,5375,3588,1930,2493,1538,2.0,7,3,1,1,1,1,Recent
3310,444.7,5594,10900,1955,2665,1470,2.0,7,4,1,1,1,1,None
3311,794.0,9988,12201,1840,6196,3061,2.0,10,7,4,0,2,2,Old
3312,310.5,3906,5093,1953,2568,1042,1.0,7,3,1,1,1,1,None
3313,526.6,6624,7225,1900,4675,2629,2.0,9,5,1,1,1,1,None
3314,360.2,4531,5728,1960,2160,1850,1.0,5,2,1,0,1,0,None
3315,400.6,5039,6280,1950,2928,2507,1.0,8,3,1,1,1,0,None
3316,310.1,3901,3217,1965,2008,1274,2.0,7,3,1,1,1,1,None
3317,312.0,3924,4197,1950,2578,1042,1.0,5,2,1,0,1,1,Recent
3318,775.5,9755,13750,1900,6633,3906,2.0,12,7,1,2,1,0,Recent
3319,511.7,6437,9401,1906,5232,2749,2.0,10,4,1,1,1,1,None
3320,381.5,4799,4030,1920,3250,1872,2.0,6,3,2,0,1,1,Old
3321,350.2,4405,3270,1835,2483,1295,1.5,6,3,1,0,1,0,None
3322,390.0,4906,5130,1954,2778,1470,2.0,7,4,1,1,1,1,None
3323,334.5,4208,6500,1953,2250,1275,1.5,6,3,2,0,1,1,Old
3324,345.6,4347,5100,1915,1799,1120,2.0,6,3,1,0,1,1,Recent
3325,539.1,6781,5405,1900,4048,2338,2.0,9,5,2,0,1,2,Recent
3326,489.7,6160,9062,1910,3541,2665,2.0,8,3,2,0,1,0,Old
3327,318.7,4009,3762,1935,2173,1296,2.0,5,2,1,1,1,1,None
3328,390.9,4917,6346,1955,2740,1581,2.0,7,4,1,1,1,0,None
3329,308.4,3879,6375,1920,1965,1061,1.5,6,3,1,0,1,0,None
3330,382.9,4816,8220,1920,2230,1320,2.0,7,3,1,0,1,1,None
3331,384.8,4840,3655,1925,3030,1900,2.0,7,3,2,0,1,1,None
3332,437.0,5497,6161,1955,2786,1673,2.0,8,4,1,1,1,1,None
3333,353.4,4445,4182,1950,2326,1085,1.0,6,3,1,1,1,0,Recent
3334,497.5,6258,9300,1939,3506,1758,2.0,8,3,1,1,1,1,Recent
3335,325.5,4094,3688,1928,2989,1591,1.5,8,4,1,1,1,0,None
3336,310.3,3903,4050,1924,2919,1260,1.0,5,2,1,0,1,1,None
3337,311.5,3918,6480,1924,2348,1066,1.0,5,2,1,0,1,1,None
3338,540.0,6793,8750,1940,3567,2342,2.0,11,3,2,1,1,1,None
3339,456.2,5739,5405,1900,3419,2095,2.0,8,4,1,1,1,0,None
3340,453.6,5706,8731,1910,4288,2403,2.0,8,3,1,0,1,1,None
3341,324.8,4085,5100,1924,2208,1152,2.0,6,3,1,0,1,1,None
3342,451.6,5681,6375,1901,4280,2495,2.0,9,4,1,1,1,0,Recent
3343,438.7,5518,8800,1900,4184,2235,2.0,10,2,1,1,1,1,None
3344,385.6,4850,4509,1960,2661,1569,2.0,7,4,1,1,1,1,None
3345,452.9,5697,5000,1910,4190,2098,2.0,7,3,1,1,1,1,Recent
3346,318.4,4005,6375,1920,2117,1102,1.5,6,3,1,0,1,1,None
3347,343.1,4316,5941,1955,2084,1372,2.0,6,3,1,1,1,0,None
3348,412.7,5191,4269,1930,4290,2347,2.0,8,4,2,0,1,1,None
3349,479.8,6035,6500,1904,2974,2187,2.0,9,4,2,1,1,0,Recent
3350,388.2,4883,6266,1925,3255,1780,2.0,6,3,1,1,1,1,None
3351,352.5,4434,4070,1928,3240,1680,1.5,8,4,2,0,1,1,None
3352,286.8,3607,4030,1928,2989,1295,1.0,5,2,1,0,1,1,None
3353,508.8,6400,14204,1960,2980,2391,1.0,7,2,2,1,1,1,None
3354,374.6,4712,4168,1950,2329,1265,1.5,6,3,2,0,1,0,None
3355,491.3,6180,7130,1900,4086,2213,2.0,9,4,1,1,1,1,None
3356,432.3,5438,6247,1955,2906,1590,2.0,7,4,1,2,1,1,Recent
3357,574.3,7224,9562,1909,4173,2367,2.5,9,5,2,1,1,1,Recent
3358,413.7,5204,4200,1910,3674,2036,2.0,8,5,1,1,1,1,None
3359,349.3,4394,6375,1926,3800,1663,1.0,7,3,1,0,1,1,None
3360,342.7,4311,5100,1930,3320,1560,1.0,6,2,1,0,1,0,Old
3361,504.4,6345,6402,1956,3977,2131,2.0,8,5,2,1,1,1,Recent
3362,442.0,5560,5000,1920,3672,2105,2.0,7,3,1,1,1,0,Recent
3363,338.2,4254,5250,1960,2228,1060,1.0,6,2,1,1,1,0,None
3364,299.5,3767,5910,1958,2324,1008,1.0,5,3,1,1,1,1,None
3365,349.9,4401,4669,1919,2043,1299,2.0,7,3,1,1,1,0,Old
3366,516.7,6500,10000,1945,4304,1988,1.0,7,3,1,1,1,0,Old
3367,441.7,5556,6500,1927,3737,1934,1.5,5,3,2,0,1,1,Recent
3368,377.7,4751,6259,1940,2443,1612,2.0,8,4,1,1,1,1,None
3369,372.3,4683,4965,1963,2548,1808,1.0,6,3,1,1,1,1,None
3370,361.8,4551,4050,1930,2801,1295,1.0,5,2,1,0,1,1,Recent
3371,470.0,5912,10625,1938,2574,1274,2.0,8,3,1,1,1,1,Old
3372,398.4,5011,6995,1920,3628,1763,2.0,8,4,1,1,1,1,None
3373,418.5,5264,8244,1928,2345,1485,2.0,7,2,1,0,1,1,Old
3374,359.4,4521,7145,1960,2061,1323,2.0,6,3,1,1,1,1,None
3375,426.0,5359,5520,1897,4448,2416,2.0,9,4,1,0,1,1,Old
3376,325.7,4097,3789,1925,2511,1302,2.0,5,2,1,0,1,1,None
3377,541.7,6814,14513,1910,3475,2084,2.0,7,3,1,0,1,0,None
3378,523.4,6584,11264,1865,4506,2816,2.0,10,5,2,0,1,1,None
3379,457.3,5752,6375,1885,3566,1901,2.0,8,4,2,1,1,1,Recent
3380,366.0,4604,5100,1915,2653,1654,2.0,8,3,1,1,1,1,None
3381,499.3,6281,6871,1955,3776,2215,2.0,8,4,2,1,1,1,None
3382,419.4,5276,3423,1920,3390,1930,2.0,7,4,1,1,1,1,Recent
3383,396.1,4982,6375,1890,3114,1778,2.0,8,4,2,0,1,1,Recent
3384,326.1,4102,6252,1950,2320,1120,1.0,5,3,1,0,1,1,None
3385,407.8,5130,4800,1915,1970,1152,2.0,7,3,2,0,1,0,None
3386,486.5,6120,6250,1900,4996,2770,2.0,8,4,1,1,1,0,None
3387,358.8,4513,6375,1890,2640,1404,2.0,7,4,1,1,1,0,None
3388,459.0,5774,8342,1897,4674,2768,2.0,7,4,1,1,1,0,None
3389,574.7,7229,8994,1900,5897,3491,2.0,12,6,2,1,2,1,None
3390,542.3,6822,5720,1900,5022,2654,2.0,10,4,1,2,1,1,None
3391,392.5,4937,6852,1891,3208,1918,2.0,7,4,1,1,1,0,None
3392,343.2,4317,5193,1920,2200,1350,2.0,6,3,1,1,1,1,None
3393,334.0,4201,3677,1950,2317,1042,1.0,5,2,1,1,1,0,Recent
3394,637.2,8015,11384,1910,6021,3329,2.0,10,6,3,0,1,0,Recent
3395,273.0,3434,4190,1923,2525,1166,1.0,6,3,1,0,1,0,None
3396,523.3,6583,8102,1943,4083,2050,2.0,9,5,2,1,1,1,Old
3397,450.9,5672,6948,1950,3267,1986,2.0,8,3,1,1,1,1,None
3398,377.1,4743,6375,1885,2544,1396,2.0,6,3,1,1,1,0,None
3399,367.8,4626,3450,1900,3629,1866,2.0,9,3,1,1,1,0,None
3400,295.1,3712,4500,1894,2958,1344,1.0,7,3,1,0,1,0,None
3401,313.9,3948,3600,1922,2872,1295,1.0,7,4,2,0,1,0,None
3402,343.1,4316,5100,1915,2124,1404,2.0,7,3,1,0,1,1,None
3403,424.3,5337,3600,1920,3154,1815,2.0,7,5,1,1,1,1,None
3404,460.8,5796,6899,1955,3795,2219,2.0,8,4,2,1,1,1,None
3405,341.3,4293,5193,1965,2238,1464,2.0,7,4,1,1,1,1,None
3406,380.8,4790,6375,1890,2710,1645,2.0,7,4,1,1,1,0,None
3407,345.7,4348,6245,1950,2470,1200,1.0,5,3,1,0,1,1,None
3408,382.1,4806,6204,1930,2101,1308,2.0,7,3,1,0,1,1,Old
3409,349.7,4399,4847,1915,1826,1152,2.0,6,3,1,0,1,0,Old
3410,301.2,3789,4880,1925,2257,1042,1.0,6,3,2,0,1,0,None
3411,311.8,3922,4000,1930,3438,1436,1.0,6,2,1,0,1,0,None
3412,396.8,4991,6375,1910,2371,1408,2.0,7,4,2,0,1,0,Recent
3413,462.6,5819,5720,1900,4298,2304,2.0,10,4,1,1,1,2,Old
3414,353.1,4442,4966,1967,2793,1666,2.0,8,4,1,1,1,2,None
3415,573.4,7213,11200,1910,5344,2544,2.0,10,4,1,1,1,0,None
3416,322.6,4058,4150,1925,3574,1632,1.0,6,2,1,0,1,0,None
3417,468.2,5889,6042,1960,2837,1581,2.0,7,4,1,1,1,1,None
3418,300.3,3777,3600,1928,2872,1295,1.0,7,3,1,1,1,0,None
3419,571.2,7185,13420,1929,4442,2402,1.5,9,3,2,0,1,1,None
3420,483.5,6082,5048,1920,3738,2166,2.0,8,4,2,1,1,0,Recent
3421,406.5,5113,5100,1915,2448,1392,2.0,7,3,1,1,1,1,Recent
3422,424.3,5337,6873,1900,3225,1799,2.0,10,6,2,1,1,0,Recent
3423,324.6,4083,6039,1955,2360,1075,1.0,6,3,1,0,1,0,Recent
3424,381.2,4795,5000,1920,3343,1724,1.5,8,3,2,0,1,1,None
3425,364.1,4580,5037,1930,2905,1755,2.5,7,3,2,1,1,1,None
3426,443.3,5576,8492,1900,4829,2680,2.0,10,5,1,1,1,1,None
3427,370.6,4662,6375,1890,2427,1584,2.0,7,4,1,0,1,0,None
3428,379.3,4771,6375,1909,2430,1580,2.0,6,3,1,0,1,0,None
3429,332.7,4185,4903,1930,1826,1152,2.0,6,3,1,0,1,0,None
3430,410.7,5166,6748,1955,3056,1690,2.0,8,4,1,1,1,1,None
3431,462.4,5816,6925,1960,2421,1578,2.0,7,4,1,1,1,1,Recent
3432,336.4,4231,6237,1920,3276,1383,1.0,5,2,1,0,1,0,None
3433,325.9,4099,4110,1932,3579,1632,1.0,6,3,1,0,1,0,Old
3434,272.8,3431,3600,1934,1959,925,1.0,5,2,1,0,1,0,None
3435,563.9,7093,10000,1921,3268,2040,2.0,7,3,1,1,1,1,None
3436,438.7,5518,4317,1915,3483,1917,2.0,8,5,2,0,1,0,Recent
3437,507.9,6389,6996,1885,3492,2192,2.0,8,4,2,1,1,0,Recent
3438,384.4,4835,7950,1954,4012,1975,1.5,9,4,1,1,1,0,Old
3439,334.6,4209,4985,1930,3280,1462,1.0,8,3,2,0,1,0,None
3440,323.3,4067,3553,1928,2728,1418,1.5,6,3,1,1,1,1,Old
3441,350.8,4413,5265,1915,2160,1392,2.0,7,3,1,0,1,1,Recent
3442,559.0,7032,5532,1892,4298,2525,2.5,9,5,4,1,1,1,Recent
3443,486.0,6113,6645,1900,2658,1714,2.0,6,3,1,0,1,2,None
3444,451.7,5682,7700,1910,3236,1920,2.0,10,4,1,1,1,1,None
3445,359.1,4517,4976,1920,2529,1487,2.0,8,4,1,1,1,0,None
3446,391.9,4930,6375,1899,3666,2075,2.0,7,3,1,1,1,0,None
3447,413.4,5200,6271,1929,3144,1600,2.0,7,3,1,1,1,1,Old
3448,304.4,3829,5546,1920,2718,1210,1.0,6,3,1,0,1,1,None
3449,326.0,4101,6230,1928,2106,925,1.0,5,2,1,0,1,0,None
3450,319.2,4015,4133,1915,2992,1310,1.0,6,3,1,0,1,1,None
3451,290.0,3648,4960,1927,1901,1152,2.0,6,3,1,0,1,0,None
3452,508.9,6401,6916,1960,3177,2040,2.0,9,5,1,1,1,1,None
3453,386.4,4860,6375,1929,2916,1781,2.0,8,5,2,0,1,0,None
3454,417.1,5247,6285,1975,2664,1720,2.0,7,3,2,0,1,1,None
3455,541.4,6810,7213,1900,5374,3031,2.0,11,7,1,1,1,1,None
3456,374.4,4709,5676,1920,3307,1618,2.0,8,4,2,0,1,0,None
3457,689.3,8671,7000,1848,6235,3446,2.0,12,5,3,0,1,2,None
3458,418.5,5264,6272,1920,3063,1860,2.0,8,4,1,1,1,1,Recent
3459,246.5,3100,4060,1958,1370,635,1.0,4,1,1,0,1,0,None
3460,455.2,5726,5556,1920,4548,2572,2.0,9,2,1,1,1,1,None
3461,373.7,4701,4400,1940,2804,1736,2.0,9,3,1,1,1,1,None
3462,526.6,6624,7766,1890,4459,2578,2.0,10,5,1,1,1,1,None
3463,521.0,6554,6000,1910,4176,2445,2.0,10,4,1,1,1,0,Recent
3464,430.8,5419,3600,1915,3070,1629,2.0,8,4,2,1,1,0,None
3465,424.9,5345,5000,1956,2800,1876,2.0,6,4,2,1,1,1,None
3466,428.7,5393,6000,1990,2880,1711,2.0,9,3,1,1,1,1,None
3467,362.7,4562,6375,1956,2758,1539,1.5,6,3,2,0,1,1,None
3468,314.4,3955,6222,1920,2662,1190,1.0,5,2,1,0,1,0,None
3469,531.9,6691,7589,1925,3522,2100,2.0,8,4,1,1,1,1,None
3470,566.2,7122,8500,1910,5034,2698,2.0,10,5,2,1,1,1,None
3471,338.8,4262,5629,1915,1826,1152,2.0,6,3,1,0,1,0,None
3472,397.7,5003,6733,1960,3067,1918,1.5,6,3,1,1,1,1,None
3473,302.5,3805,4500,1955,3156,1422,1.0,7,4,1,0,1,1,None
3474,373.7,4701,6375,1900,2228,1458,2.0,6,3,1,1,1,0,None
3475,351.2,4418,6009,1929,3952,2128,2.0,7,3,2,0,1,1,None
3476,307.3,3865,3600,1940,3039,1295,1.0,4,1,1,1,1,0,None
3477,349.6,4397,5000,1930,3227,1462,1.0,7,4,1,1,1,1,None
3478,692.0,8705,7105,1988,5706,3270,2.0,10,5,4,1,1,1,Recent
3479,409.4,5150,4672,1900,3573,2272,2.0,9,5,1,1,1,1,None
3480,338.1,4253,3900,1915,1896,1248,2.0,7,2,1,1,1,1,None
3481,380.3,4784,6375,1920,3160,1699,1.5,7,3,1,1,1,0,None
3482,407.9,5131,4910,1920,1952,1328,2.0,8,3,1,1,1,1,None
3483,296.1,3724,5370,1950,1692,816,1.0,6,3,1,1,1,1,None
3484,354.3,4457,4988,1934,2089,1280,2.0,5,2,1,1,1,1,Recent
3485,304.8,3834,5025,1960,2464,1075,1.0,6,3,1,1,1,1,None
3486,302.0,3799,7005,1955,2356,1108,1.0,5,2,1,0,1,1,Old
3487,350.2,4405,4502,1915,3057,1383,1.0,7,4,2,0,1,1,None
3488,771.0,9699,27408,1914,5786,3050,2.0,12,4,3,0,1,0,Recent
3489,297.5,3742,4000,1925,2876,1295,1.0,7,3,1,0,1,0,None
3490,272.1,3423,4500,1953,2062,1016,1.0,5,2,1,0,1,1,None
3491,361.8,4551,6097,1925,2186,1404,2.0,6,3,1,0,1,1,None
3492,438.1,5511,10800,1900,3211,1560,2.0,6,3,1,1,1,1,None
3493,333.2,4191,5000,1923,2528,1269,1.5,6,3,1,1,1,0,None
3494,634.3,7979,12075,1939,4681,2239,1.5,8,3,2,1,1,1,None
3495,396.8,4991,6785,1960,2807,1538,1.5,6,3,2,0,1,1,None
3496,602.7,7581,8536,1930,4500,2584,2.0,9,4,1,2,1,1,None
3497,316.8,3985,3900,1915,1804,1152,2.0,6,3,1,0,1,1,None
3498,328.9,4137,4000,1934,2122,1318,2.0,6,3,1,1,1,1,None
3499,365.5,4597,4983,1929,2876,1600,2.0,6,3,1,1,1,1,None
3500,559.9,7043,5483,1915,5595,3074,2.0,8,4,2,0,1,1,None
3501,362.3,4557,4960,1908,2543,1476,2.0,6,3,1,0,1,0,None
3502,398.5,5013,5000,1920,3108,1758,2.0,7,3,1,1,1,1,None
3503,485.2,6103,6400,1939,3210,1968,2.0,9,4,1,1,1,1,None
3504,351.2,4418,5725,1930,2584,1428,1.5,6,3,1,0,1,0,None
3505,337.6,4247,5000,1953,2324,1075,1.0,6,2,1,0,1,1,None
3506,671.4,8446,6410,1920,5496,2981,2.0,8,4,3,1,1,1,None
3507,328.6,4133,4000,1910,2138,1318,2.0,6,3,1,1,1,1,None
3508,715.0,8994,12189,1950,4234,2388,2.0,7,4,1,1,1,1,Recent
3509,329.7,4147,6000,1924,2915,1363,1.0,6,3,1,0,1,1,None
3510,367.1,4618,5060,1954,2556,1504,2.0,7,4,1,1,1,1,None
3511,404.0,5082,6510,1910,2692,1404,2.0,6,2,2,0,1,1,None
3512,378.4,4760,4767,1904,2482,1563,2.0,7,3,1,0,1,0,None
3513,322.0,4050,4868,1955,2344,1306,1.5,7,4,1,1,1,1,None
3514,333.3,4192,3760,1915,2877,1295,1.0,7,4,1,1,1,1,None
3515,358.3,4507,6375,1955,2648,1142,1.0,6,3,2,0,1,1,None
3516,353.3,4444,5090,1956,1996,1225,2.0,6,3,1,1,1,0,Recent
3517,511.6,6435,6240,1915,4236,2317,2.0,10,4,3,0,1,1,None
3518,560.7,7053,10658,1880,6153,3209,2.0,9,5,2,1,1,1,None
3519,402.3,5060,6083,1930,2714,1792,2.0,8,3,1,1,1,0,Old
3520,332.5,4182,5241,1931,2232,1352,2.0,6,3,1,0,1,0,None
3521,295.8,3721,3375,1920,2633,1194,1.0,6,2,1,0,1,0,None
3522,360.3,4532,6310,1930,2666,1582,2.0,7,3,1,1,1,1,None
3523,482.3,6067,11324,1940,3555,1981,2.0,10,5,1,1,1,1,Old
3524,335.0,4214,4000,1910,2073,1318,2.0,5,3,1,1,1,1,None
3525,357.9,4502,5190,1915,2360,1496,2.0,7,3,1,1,1,1,None
3526,413.2,5198,5200,1923,3162,1881,2.0,6,3,1,1,1,1,None
3527,360.3,4532,4891,1907,3768,1562,2.0,8,5,2,0,1,0,None
3528,251.9,3168,3874,1920,1870,900,1.0,5,2,1,0,1,0,Old
3529,378.9,4766,4632,1910,3074,1711,2.0,7,4,1,1,1,0,None
3530,298.8,3758,4835,1955,2268,1134,1.0,6,2,1,1,1,1,None
3531,289.5,3641,5000,1930,2206,995,1.0,5,2,1,0,1,0,None
3532,480.3,6042,5146,1900,4275,2395,2.0,7,3,1,2,1,0,None
3533,354.4,4458,6950,1925,2502,1248,2.0,7,3,1,1,1,1,None
3534,458.4,5766,6065,1890,3696,2248,2.0,9,3,1,1,1,0,Old
3535,360.9,4540,5182,1933,2824,1526,1.5,8,3,1,1,1,1,None
3536,344.5,4333,3375,1920,2886,1367,1.0,7,3,1,0,1,0,Recent
3537,346.4,4357,4307,1929,2076,1352,2.0,6,2,1,0,1,0,Old
3538,327.1,4114,4000,1929,2228,1318,2.0,6,3,1,0,1,0,None
3539,327.1,4114,6076,1930,1776,1104,2.0,6,3,1,0,1,0,Old
3540,603.3,7589,8102,1910,5384,2964,2.0,9,4,1,1,1,1,Recent
3541,558.6,7027,6400,1930,3134,1969,2.0,8,4,1,1,1,1,None
3542,358.0,4503,9040,1955,2590,1220,1.0,6,3,1,0,1,1,None
3543,482.0,6063,4720,1920,4553,2572,2.0,9,5,1,1,1,0,None
3544,341.3,4293,5230,1910,2064,1329,2.0,8,3,1,0,1,1,None
3545,417.4,5250,4960,1927,2697,1625,2.0,7,3,1,0,1,1,None
3546,372.7,4688,4792,1932,2556,1551,2.0,8,3,1,0,1,1,None
3547,349.3,4394,5792,1890,3000,2032,2.0,12,3,2,0,1,0,None
3548,314.4,3955,4914,1930,2879,1295,1.0,5,2,1,0,1,0,None
3549,343.4,4319,5000,1956,2396,1306,1.5,7,3,1,1,1,1,None
3550,431.5,5428,5403,1920,3342,2074,2.5,7,4,1,1,1,1,None
3551,268.3,3375,4000,1962,1392,660,1.0,4,2,1,0,1,1,None
3552,317.1,3989,5443,1920,2063,1352,2.0,6,3,1,0,1,0,None
3553,349.5,4396,4000,1925,2883,1295,1.0,7,2,2,0,1,1,Recent
3554,416.6,5240,4800,1920,2602,1536,2.0,6,3,1,1,1,1,None
3555,526.3,6620,8000,1922,3790,2467,2.0,8,4,2,0,1,1,None
3556,371.9,4678,7515,1960,2388,1265,1.5,6,3,2,0,1,1,None
3557,483.4,6081,4800,1928,2932,1997,2.0,8,4,1,1,1,1,None
3558,366.5,4610,5325,1909,2360,1356,2.0,6,3,1,1,1,0,Recent
3559,522.5,6573,5294,1910,3967,2500,2.5,9,4,1,1,1,0,Old
3560,468.3,5891,5145,1890,4532,2817,2.0,8,4,1,0,1,1,Recent
3561,412.2,5185,7090,1987,3151,1836,2.0,8,3,1,1,1,1,None
3562,358.2,4506,6325,1950,2685,1306,1.5,6,3,1,1,1,0,None
3563,343.8,4325,5199,1920,2248,1412,2.0,7,3,1,1,1,1,None
3564,453.6,5706,5000,1910,5401,2951,2.0,13,4,2,0,1,0,None
3565,426.5,5365,5000,1949,2680,1734,2.0,6,3,2,0,1,0,Old
3566,323.6,4070,4637,1920,3144,1400,1.0,7,4,1,0,1,0,None
3567,302.2,3801,4958,1930,1954,925,1.0,5,2,1,0,1,1,Recent
3568,472.9,5949,7199,1893,4757,2588,2.0,10,5,1,1,1,0,None
3569,310.0,3899,4000,1925,2777,1260,1.0,5,2,1,1,1,1,None
3570,741.1,9323,9615,1885,5254,2916,2.0,8,5,1,1,1,1,None
3571,368.4,4634,5000,1930,3105,1371,1.0,7,2,1,1,1,0,None
3572,419.8,5281,5339,1925,3153,1940,2.0,6,3,1,1,1,0,None
3573,394.7,4965,4687,1953,2437,1274,2.0,6,3,1,1,1,1,None
3574,350.6,4410,5320,1910,2595,1556,2.0,8,4,1,0,1,0,None
3575,402.6,5064,4700,1928,2372,1490,2.0,6,3,1,0,1,1,None
3576,400.3,5035,7442,1927,2908,1800,2.0,7,4,1,1,1,1,None
3577,298.4,3753,5268,1953,2116,1014,1.0,5,3,1,1,1,1,None
3578,366.0,4604,7485,1950,2274,1265,1.5,6,2,2,0,1,1,None
3579,306.5,3855,4638,1920,3218,1394,1.0,6,2,1,0,1,0,None
3580,348.0,4377,3928,1989,2212,1484,2.0,6,3,2,1,1,1,None
3581,730.5,9189,29509,1895,6000,3164,2.0,7,2,1,0,1,2,None
3582,337.5,4245,5000,1956,2268,1224,1.5,7,3,1,1,1,1,Recent
3583,526.6,6624,8107,1920,4190,2503,2.0,8,3,2,1,1,1,Old
3584,381.1,4794,7490,1987,3090,1960,2.0,7,3,1,1,1,1,None
3585,590.2,7424,8562,1904,5005,3085,2.0,11,5,3,2,1,4,None
3586,295.3,3714,5570,1960,2005,925,1.0,5,3,1,0,1,1,Recent
3587,537.6,6763,8796,1915,2820,1765,2.0,7,3,1,1,1,1,Recent
3588,326.2,4103,5370,1914,1984,1160,2.0,6,3,1,0,1,0,None
3589,336.4,4231,5000,1930,2343,1335,2.0,6,3,1,0,1,1,None
3590,292.8,3683,4917,1920,2052,921,1.0,5,2,1,0,1,0,None
3591,352.3,4431,4593,1915,2931,1653,2.0,7,3,1,0,1,0,None
3592,471.2,5927,6221,1900,3884,2115,2.0,9,5,2,1,1,1,None
3593,410.6,5165,7462,1955,2422,1530,2.0,6,3,1,1,1,1,None
3594,600.1,7549,9637,1938,4631,2333,2.0,11,5,1,1,1,1,None
3595,510.0,6415,7534,1900,4122,2341,2.0,7,4,1,1,1,0,None
3596,367.7,4625,5610,1960,2066,1274,2.0,6,3,1,1,1,1,None
3597,279.0,3509,4359,1920,2002,950,1.0,5,2,1,0,1,0,None
3598,373.4,4697,5000,1930,2676,1450,1.5,6,2,1,1,1,1,None
3599,279.5,3516,4045,1924,1669,898,1.5,5,2,1,0,1,0,Old
3600,398.6,5014,4776,1900,3315,1849,2.0,9,4,1,1,1,0,None
3601,463.1,5825,5679,1928,3022,1850,2.0,6,3,2,0,1,0,Old
3602,460.5,5793,6865,1961,3502,1759,1.5,9,5,2,1,1,2,None
3603,468.8,5897,8840,1890,4112,2500,2.0,11,4,2,1,1,1,Old
3604,399.5,5025,9030,1987,3006,1904,2.0,8,3,1,1,1,1,None
3605,370.1,4655,5330,1910,2495,1392,2.0,7,4,1,1,1,1,None
3606,598.9,7534,7830,1915,4218,2468,2.0,7,3,2,1,1,1,None
3607,714.1,8983,6930,1874,5207,2884,2.0,10,6,3,1,1,2,Recent
3608,610.5,7680,11272,1910,4680,2554,2.0,9,5,1,1,1,1,None
3609,333.9,4200,4352,1910,3102,1615,1.5,8,3,2,0,1,0,None
3610,527.0,6629,4745,1945,3949,2160,2.0,7,3,2,2,1,0,Recent
3611,343.7,4323,6049,1953,2877,1373,1.5,6,3,1,1,1,1,Old
3612,405.0,5094,7448,1950,3148,1431,1.0,7,3,2,0,1,0,None
3613,570.2,7173,8562,1920,5313,3436,2.5,11,6,2,1,1,3,Old
3614,334.2,4204,5577,1955,2948,1474,1.0,6,3,1,1,1,1,None
3615,317.6,3995,6214,1930,1934,925,1.0,5,2,1,0,1,0,None
3616,512.6,6448,7514,1910,4276,2369,2.0,7,4,1,1,1,1,None
3617,659.8,8300,7535,1890,4264,2442,2.0,8,4,2,1,1,1,Old
3618,342.3,4306,5490,1915,1980,1274,2.0,6,3,1,1,1,0,None
3619,286.8,3607,4091,1925,2796,1277,1.0,5,2,1,0,1,0,None
3620,712.9,8968,15638,1895,6874,3615,2.0,10,6,1,1,1,2,None
3621,338.2,4254,5000,1933,3041,1310,1.0,8,3,1,1,1,1,None
3622,344.0,4327,4620,1960,2118,1274,2.0,6,3,1,1,1,1,Recent
3623,273.8,3444,5502,1939,1866,900,1.0,5,2,1,0,1,0,None
3624,256.8,3230,3300,1920,1397,714,2.0,4,2,1,0,1,0,None
3625,332.3,4180,5820,1910,2142,1392,2.0,7,3,1,0,1,0,Old
3626,412.0,5182,9740,1987,3006,1904,2.0,7,3,2,0,1,1,None
3627,629.8,7922,7723,1920,4382,2873,2.5,8,3,3,0,1,2,Old
3628,404.8,5092,5366,1948,3124,1723,1.5,8,3,2,1,1,2,Recent
3629,459.1,5775,10040,1915,2775,1532,2.0,7,4,1,1,1,1,None
3630,385.7,4852,5000,1962,2354,1470,2.0,9,4,1,1,1,2,None
3631,790.3,9941,11965,1915,4528,2592,2.0,10,6,3,1,1,1,None
3632,261.1,3284,4007,1920,1879,900,1.0,5,2,1,0,1,1,None
3633,298.6,3756,5610,1915,2824,1540,1.5,7,3,1,0,1,0,None
